run_at,signal_date,manual_action_date,ts_code,stock_name,action,suggested_shares,reference_close,sma,cash_before_signal,portfolio_value,status,reason,manual_checklist
2026-06-27 16:03:35,2024-10-18,next trading day,600519.SH,贵州茅台,WAIT,0,1541.0,1482.3915,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-21,next trading day,600519.SH,贵州茅台,WAIT,0,1528.8,1492.0785,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-22,next trading day,600519.SH,贵州茅台,WAIT,0,1543.0,1504.022,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-23,next trading day,600519.SH,贵州茅台,WAIT,0,1567.5,1519.052,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-24,next trading day,600519.SH,贵州茅台,WAIT,0,1552.2,1533.612,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-25,next trading day,600519.SH,贵州茅台,WAIT,0,1558.85,1548.3585,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-28,next trading day,600519.SH,贵州茅台,WAIT,0,1565.0,1563.5315,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-11-05,next trading day,600519.SH,贵州茅台,WAIT,0,1576.99,1556.009,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-11-06,next trading day,600519.SH,贵州茅台,WAIT,0,1571.0,1554.8015,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-11-07,next trading day,600519.SH,贵州茅台,WAIT,0,1649.14,1555.2585,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-11-08,next trading day,600519.SH,贵州茅台,WAIT,0,1609.97,1555.5075,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-11-11,next trading day,600519.SH,贵州茅台,WAIT,0,1598.01,1555.3085,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-11-12,next trading day,600519.SH,贵州茅台,WAIT,0,1577.2,1556.456,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-11-13,next trading day,600519.SH,贵州茅台,WAIT,0,1578.5,1559.256,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-11-14,next trading day,600519.SH,贵州茅台,WAIT,0,1573.8,1563.216,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-12-10,next trading day,600519.SH,贵州茅台,WAIT,0,1546.59,1532.474,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-12-11,next trading day,600519.SH,贵州茅台,WAIT,0,1535.6,1530.329,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-12-12,next trading day,600519.SH,贵州茅台,WAIT,0,1565.8,1529.929,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-12-16,next trading day,600519.SH,贵州茅台,WAIT,0,1527.2,1526.339,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-12-17,next trading day,600519.SH,贵州茅台,WAIT,0,1558.0,1527.143,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-12-18,next trading day,600519.SH,贵州茅台,WAIT,0,1571.5,1528.4775,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-12-19,next trading day,600519.SH,贵州茅台,WAIT,0,1551.01,1528.7715,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
